max_demand_kW,reactive_usage_kWh_kVarh_inductive,reactive_usage_kWh_kVarh_capacitive,CO2_tCO2,usage_kWh_factor_inductive,usage_kWh_factor_capacitive,usage_kWh
0.931114614464817,0.8485164630761273,0.0,0.0,0.4898619911825991,0.0,0.8780588731734792
0.8927334891737925,0.8198827675781671,0.0,0.0,0.4557778564861931,0.0,0.8315918353182229
0.8992497732793505,0.8485164630761273,0.0,0.0,0.42822315065828875,0.0,0.8394631714173795
0.9588226545001478,1.094179157435207,0.0,0.0,0.18794778398351153,0.0,0.9117582202236575
1.3591193045550154,1.3779704529923926,0.0,0.0,0.6146315666205454,0.0,1.4111687409666407
1.3798509261657461,1.3292363581858702,0.0,0.0,0.6934387679544819,0.0,1.4375898297514942
1.4547305423272117,1.6258730037249005,0.0,0.0,0.5106252381428693,0.0,1.5334064121207378
1.2813335857344128,1.4713134395970935,0.0,0.0,0.3623067772077333,0.0,1.312474862341664
1.020218973274679,1.4319554858726704,0.0,0.0,-0.25676705462192967,0.0,0.9868731957940011
0.9768135828628759,1.5160725920368772,0.0,0.0,-0.5907160642981747,0.0,0.9337067494290027
0.8247194838860802,1.3848161842366236,0.0,0.0,-0.8692526994946377,0.0,0.7498815875108552
0.735346377074236,1.2717144904498516,0.0,0.0,-0.9447723447685719,0.0,0.6438114356469954
0.6827814973449571,1.2272145925562592,0.0,0.0,-1.051394465355841,0.0,0.5821573869793356
0.5904824293080274,1.036113835001339,0.0,0.0,-0.91137352217113,0.0,0.4752946108992943
0.05565567097030579,0.15232663861741713,0.0,0.0,-0.47267809648475617,0.0,-0.1023447828414698
0.1139010165338628,0.03253592933274932,0.0,0.0,0.06773992063393325,0.0,-0.04333966169409119
0.1298467698835995,0.06331058220937417,0.0,0.0,0.03593137557409198,0.0,-0.0270037474765702
-0.044618134242431426,-0.21867049217348603,0.0,0.0,0.2755667500488553,0.0,-0.2014019584106832
-0.07411073935809773,-0.2368628981853969,0.0,0.0,0.24645896531285358,0.0,-0.22990936588087219
-0.26339515524069634,-0.21867049217348603,0.0,0.0,-0.4399983529810481,0.0,-0.4057472033009443
-0.38336080992314003,-0.16526918416802938,0.0,0.0,-1.2628776377451532,0.0,-0.5105221415158712
-0.38336080992314003,-0.16526918416802938,0.0,0.0,-1.2628776377451532,0.0,-0.5105221415158712
-0.41244027498681163,-0.16526918416802938,0.0,0.0,-1.433508108207695,0.0,-0.5351107052051596
-0.36917962962858597,-0.16526918416802938,0.0,0.0,-1.1845408082550246,0.0,-0.4984154071808839
-0.4273550000566556,-0.20067691425096432,0.0,0.0,-1.3337593905170884,0.0,-0.547597762646334
-0.8204887014069552,-0.6743155253594844,0.0,0.0,-0.7375707979946857,0.0,-0.8454991039880423
-1.0046731754792906,-0.8504339942658691,0.0,0.0,-0.3854565528054457,0.0,-0.9640010860058267
-0.9758360843663288,-0.8504339942658691,0.0,0.0,-0.2289980745450307,0.0,-0.9463340504381825
-1.0345048428724675,-0.8504339942658691,0.0,0.0,-0.5650574566866101,0.0,-0.9819338012201847
-1.0046731754792906,-0.8504339942658691,0.0,0.0,-0.3854565528054457,0.0,-0.9640010860058267
-1.0345048428724675,-0.8504339942658691,0.0,0.0,-0.5650574566866101,0.0,-0.9819338012201847
-1.0046731754792906,-0.8772052506600332,0.0,0.0,-0.15232666939196857,0.0,-0.9640010860058267
-1.0654021496051216,-0.9044190271461467,0.0,0.0,-0.2289980745450307,0.0,-1.00014030890259
-1.0046731754792906,-0.8504339942658691,0.0,0.0,-0.3854565528054457,0.0,-0.9640010860058267
-1.0046731754792906,-0.8240910963994724,0.0,0.0,-0.6250464098207884,0.0,-0.9640010860058267
-1.0345048428724675,-0.8772052506600332,0.0,0.0,-0.3125739889447973,0.0,-0.9819338012201847
-1.0345048428724675,-0.8772052506600332,0.0,0.0,-0.3125739889447973,0.0,-0.9819338012201847
-1.0046731754792906,-0.8504339942658691,0.0,0.0,-0.3854565528054457,0.0,-0.9640010860058267
-1.0345048428724675,-0.8772052506600332,0.0,0.0,-0.3125739889447973,0.0,-0.9819338012201847
-1.0974440580587603,-0.9044190271461467,0.0,0.0,-0.420029709164757,0.0,-1.0186290992444604
-1.0654021496051216,-0.8772052506600332,0.0,0.0,-0.4970044193807385,0.0,-1.00014030890259
-1.0345048428724675,-0.8504339942658691,0.0,0.0,-0.5650574566866101,0.0,-0.9819338012201847
-0.9758360843663288,-0.8504339942658691,0.0,0.0,-0.2289980745450307,0.0,-0.9463340504381825
-1.0654021496051216,-0.8772052506600332,0.0,0.0,-0.4970044193807385,0.0,-1.00014030890259
-0.9758360843663288,-0.8504339942658691,0.0,0.0,-0.2289980745450307,0.0,-0.9463340504381825
-1.0345048428724675,-0.8504339942658691,0.0,0.0,-0.5650574566866101,0.0,-0.9819338012201847
-1.0046731754792906,-0.8504339942658691,0.0,0.0,-0.3854565528054457,0.0,-0.9640010860058267
-1.0974440580587603,-0.9320901993824413,0.0,0.0,-0.13605771930536958,0.0,-1.0186290992444604
-1.0345048428724675,-0.8504339942658691,0.0,0.0,-0.5650574566866101,0.0,-0.9819338012201847
-1.0654021496051216,-0.8772052506600332,0.0,0.0,-0.4970044193807385,0.0,-1.00014030890259
-0.4897267016097188,-0.8772052506600332,0.0,0.0,1.0452059303982557,0.0,-0.598896127254042
-0.21498909421631907,-0.7227424280777596,0.0,0.0,1.0230240280788567,0.0,-0.36198070994874143
-0.2510373361505089,-0.6272724394843381,0.0,0.0,0.8162355065430281,0.0,-0.3946540713128647
